timestamp , luminance, accX, accY , accZ, accXwithG, accYwithG, accZwithG
42267.60693359375, 71.23460635112907, 0.0031, -0.0037, 0.0365, -0.1191, -0.0076, 9.8424
42300.119140625, 71.24165348582449, -0.0015, 0.0021, 0.0249, -0.1236, -0.0021, 9.8307
42335.257080078125, 71.23910766541674, -0.0073, 0.0039, 0.0343, -0.1293, -0.0004, 9.8402
42369.973876953125, 71.22355860419276, 0.0023, -0.0080, 0.0398, -0.1197, -0.0123, 9.8457
42399.630126953125, 71.22113560827016, 0.0018, 0.0000, 0.0373, -0.1205, -0.0042, 9.8432
42436.058837890625, 71.21881094705196, -0.0055, 0.0003, 0.0389, -0.1281, -0.0039, 9.8448
42467.89501953125, 71.22188288990941, -0.0076, -0.0038, 0.0329, -0.1302, -0.0079, 9.8388
42501.927001953125, 71.23124120827401, -0.0032, 0.0118, 0.0412, -0.1258, 0.0078, 9.8471
42535.44580078125, 71.22018842460129, 0.0011, 0.0059, 0.0448, -0.1218, 0.0022, 9.8506
42567.660888671875, 71.22423334705339, -0.0056, 0.0041, 0.0398, -0.1287, 0.0006, 9.8457
42601.026123046875, 71.21444888174616, -0.0001, -0.0095, 0.0343, -0.1230, -0.0129, 9.8402
42637.294921875, 71.22272716745995, 0.0042, -0.0016, 0.0515, -0.1187, -0.0048, 9.8574
42669.0107421875, 71.22640960827084, -0.0007, -0.0055, 0.0421, -0.1236, -0.0082, 9.8479
42703.514892578125, 71.23460335521031, 0.0008, 0.0047, 0.0317, -0.1223, 0.0021, 9.8376
42735.374267578125, 71.229350620519, 0.0016, 0.0045, 0.0421, -0.1214, 0.0018, 9.8479
42770.768798828125, 71.23459126541624, -0.0094, 0.0004, 0.0401, -0.1321, -0.0022, 9.8460
42803.561767578125, 71.23901696337401, -0.0059, 0.0011, 0.0334, -0.1287, -0.0012, 9.8393
42836.366943359375, 71.23715382867802, -0.0001, 0.0095, 0.0352, -0.1229, 0.0073, 9.8411
42870.564208984375, 71.24128356745686, 0.0034, -0.0004, 0.0328, -0.1193, -0.0025, 9.8387
42902.114990234375, 71.2420484164364, -0.0012, 0.0070, 0.0358, -0.1240, 0.0052, 9.8417
42936.47412109375, 71.240146751132, 0.0069, 0.0092, 0.0338, -0.1163, 0.0073, 9.8397
42968.588134765625, 71.23921746949406, -0.0101, -0.0106, 0.0361, -0.1333, -0.0126, 9.8420
43003.5859375, 71.24503929807159, -0.0082, 0.0032, 0.0356, -0.1315, 0.0012, 9.8415
43038.734130859375, 71.24572628582308, 0.0097, 0.0094, 0.0322, -0.1134, 0.0075, 9.8381
43070.365234375, 71.24543977970053, 0.0028, -0.0012, 0.0358, -0.1206, -0.0034, 9.8417
43103.64013671875, 71.24139583684632, -0.0015, -0.0010, 0.0475, -0.1251, -0.0031, 9.8533
43134.967041015625, 71.24613148582394, 0.0062, -0.0046, 0.0493, -0.1170, -0.0066, 9.8551
43174.481201171875, 71.25030716745623, 0.0046, -0.0157, 0.0404, -0.1184, -0.0174, 9.8463
43202.958984375, 71.23790933072192, -0.0041, -0.0018, 0.0437, -0.1270, -0.0034, 9.8496
43236.959228515625, 71.23006355113007, -0.0001, 0.0048, 0.0304, -0.1227, 0.0031, 9.8363
43274.045166015625, 71.22444880010981, 0.0039, 0.0153, 0.0446, -0.1185, 0.0132, 9.8505
43305.1640625, 71.23488174704917, -0.0082, -0.0120, 0.0416, -0.1308, -0.0141, 9.8475
43340.529052734375, 71.22716712664098, -0.0054, -0.0085, 0.0440, -0.1276, -0.0103, 9.8499
43373.004150390625, 71.23968682459687, -0.0030, 0.0005, 0.0460, -0.1254, -0.0012, 9.8518
43406.493896484375, 71.23248072663928, -0.0004, -0.0071, 0.0530, -0.1227, -0.0091, 9.8589
43440.954833984375, 71.23515667766341, -0.0041, -0.0084, 0.0530, -0.1267, -0.0108, 9.8589
43472.87109375, 71.23343292255942, -0.0009, 0.0031, 0.0585, -0.1236, 0.0007, 9.8644
43507.774169921875, 71.22614457154285, -0.0066, 0.0004, 0.0516, -0.1294, -0.0022, 9.8575
43541.219970703125, 71.23179007357757, 0.0012, 0.0042, 0.0488, -0.1214, 0.0016, 9.8547
43571.243896484375, 71.23293422052168, -0.0044, 0.0049, 0.0545, -0.1272, 0.0022, 9.8604
43609.080078125, 71.23606414704963, -0.0038, 0.0046, 0.0585, -0.1264, 0.0015, 9.8644
43639.9990234375, 71.23490309398863, -0.0010, 0.0067, 0.0657, -0.1238, 0.0037, 9.8716
43674.6142578125, 71.23869643276005, -0.0056, 0.0027, 0.0484, -0.1287, -0.0003, 9.8542
43708.916748046875, 71.2363466531706, 0.0012, -0.0123, 0.0394, -0.1221, -0.0154, 9.8453
43740.377197265625, 71.2388293552144, 0.0000, 0.0021, 0.0545, -0.1233, -0.0010, 9.8604
43775.592041015625, 71.23700297153714, 0.0058, -0.0057, 0.0460, -0.1173, -0.0087, 9.8518
43805.458984375, 71.23173925725514, -0.0017, 0.0079, 0.0588, -0.1248, 0.0049, 9.8647
43841.779052734375, 71.23943792664153, 0.0052, 0.0019, 0.0487, -0.1178, -0.0012, 9.8545
43873.75, 71.23888077561567, -0.0087, -0.0064, 0.0552, -0.1317, -0.0096, 9.8611
43910.24609375, 71.24311616337722, 0.0040, -0.0036, 0.0497, -0.1196, -0.0066, 9.8556
43940.120849609375, 71.2417795348056, -0.0003, 0.0042, 0.0578, -0.1236, 0.0012, 9.8637
43975.943115234375, 71.2380104572555, 0.0009, 0.0031, 0.0593, -0.1227, 0.0003, 9.8652
44009.764892578125, 71.23788867765914, 0.0059, 0.0068, 0.0671, -0.1182, 0.0037, 9.8729
44039.822021484375, 71.22613109398503, -0.0040, -0.0044, 0.0597, -0.1281, -0.0075, 9.8656
44077.120849609375, 71.23982275929251, -0.0118, -0.0037, 0.0651, -0.1360, -0.0064, 9.8710
44109.1611328125, 71.23334317561753, -0.0011, 0.0120, 0.0626, -0.1255, 0.0091, 9.8685
44144.381103515625, 71.23234235929601, -0.0059, -0.0036, 0.0621, -0.1305, -0.0064, 9.8680
44171.30810546875, 71.22963280011051, -0.0131, -0.0017, 0.0545, -0.1378, -0.0045, 9.8604
44213.947021484375, 71.22930890623397, -0.0010, 0.0022, 0.0532, -0.1257, -0.0006, 9.8590
44239.751953125, 71.2298382939892, -0.0017, 0.0056, 0.0524, -0.1269, 0.0027, 9.8583
44279.760009765625, 71.23145953480335, 0.0025, -0.0024, 0.0590, -0.1229, -0.0054, 9.8649
44308.80078125, 71.22720381235553, 0.0039, -0.0085, 0.0566, -0.1217, -0.0115, 9.8625
44345.446044921875, 71.22887990215075, -0.0005, -0.0025, 0.0557, -0.1260, -0.0055, 9.8616
44376.126953125, 71.22380831847983, 0.0014, -0.0094, 0.0529, -0.1239, -0.0126, 9.8587
44411.28515625, 71.22169545317635, -0.0021, 0.0057, 0.0616, -0.1273, 0.0027, 9.8674
44444.295166015625, 71.22619702868361, -0.0027, 0.0061, 0.0677, -0.1281, 0.0030, 9.8735
44477.6240234375, 71.22229024500751, -0.0080, -0.0109, 0.0587, -0.1335, -0.0142, 9.8646
44506.609130859375, 71.22056671847831, -0.0070, -0.0007, 0.0363, -0.1324, -0.0039, 9.8421
44549.227783203125, 71.21686743685075, 0.0026, 0.0085, 0.0590, -0.1229, 0.0054, 9.8649
44575.097900390625, 71.22038453072213, -0.0079, -0.0089, 0.0590, -0.1335, -0.0121, 9.8649
44615.392822265625, 71.21996645725714, 0.0038, 0.0087, 0.0668, -0.1218, 0.0057, 9.8726
44642.68896484375, 71.21906786950132, 0.0067, 0.0007, 0.0559, -0.1188, -0.0019, 9.8617
44681.779052734375, 71.2140527429652, 0.0082, -0.0015, 0.0601, -0.1172, -0.0042, 9.8659
44710.010986328125, 71.21768385317182, 0.0007, -0.0075, 0.0563, -0.1245, -0.0102, 9.8622
44744.923095703125, 71.2271017633787, -0.0033, 0.0087, 0.0601, -0.1285, 0.0061, 9.8659
44779.781982421875, 71.22010578786661, 0.0006, -0.0047, 0.0550, -0.1246, -0.0075, 9.8608
44814.448974609375, 71.21369937970132, -0.0030, -0.0019, 0.0631, -0.1284, -0.0043, 9.8689
44846.115966796875, 71.20589086542181, 0.0046, 0.0034, 0.0611, -0.1206, 0.0012, 9.8670
44880.619873046875, 71.20658025317564, -0.0044, 0.0033, 0.0536, -0.1297, 0.0010, 9.8595
44912.97314453125, 71.20729271031672, -0.0029, 0.0005, 0.0556, -0.1279, -0.0018, 9.8614
44947.199951171875, 71.1975617143983, 0.0045, -0.0020, 0.0475, -0.1205, -0.0042, 9.8533
